document_id,case_id,document_type,document_date,language,narrative_text,source_officer,document_status,text_quality
DOC008099,C008099,Case Summary,2022-06-26,English,"On 19 June 2022 at approximately 17:59 hrs, Tejas R Chavan was reported in connection with a criminal intimidation incident in the Dhankawadi area, Pune. Meera Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH12OI3251 and contact number 9189208118 in connection with the reported events. The matter was registered on 20 June 2022 under IPC 506 and assigned to investigating officer IO0277.",IO0277,Reviewed,0.935
DOC008100,C008100,Case Summary,2019-09-12,English,"On 20 August 2019 at approximately 10:03 hrs, R. Naik was reported in connection with a criminal breach of trust incident in the Yerawada area, Pune. Nandini Kumar Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH42PG3056 and contact number 9736857743 in connection with the reported events. The matter was registered on 20 August 2019 under IPC 406 and assigned to investigating officer IO0049.",IO0049,Final,0.944
DOC008101,C008101,FIR,2020-08-28,English,"On 21 August 2020 at approximately 09:36 hrs, Anjali Desai was reported in connection with a voluntarily causing hurt incident in the Wakad area, Pune. Isha Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH42SD1969 and contact number 9127935249 in connection with the reported events. The matter was registered on 21 August 2020 under IPC 323 and assigned to investigating officer IO0116.",IO0116,Reviewed,0.966
DOC008102,C008102,Statement,2024-02-22,English,"On 01 February 2024 at approximately 09:03 hrs, Tanvi Kulkarni was reported in connection with a theft of property incident in the Chinchwad area, Pune. Nandini Mane was identified as another person relevant to the inquiry. The record notes vehicle MH42VZ2248 and contact number 9159065031 in connection with the reported events. The matter was registered on 13 February 2024 under IPC 379 and assigned to investigating officer IO0210.",IO0210,Final,0.979
DOC008103,C008103,Case Summary,2019-11-16,English,"On 05 November 2019 at approximately 07:54 hrs, Saurabh Prakash Thakur was reported in connection with a theft of property incident in the Viman Nagar area, Pune. Yash R Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH14KL8279 and contact number 9574134781 in connection with the reported events. The matter was registered on 05 November 2019 under IPC 379 and assigned to investigating officer IO0107.",IO0107,Reviewed,0.936
DOC008104,C008104,FIR,2023-11-30,English,"On 08 November 2023 at approximately 10:38 hrs, Akash V Kale was reported in connection with a house-breaking / house-trespass incident in the Aundh area, Pune. Atharva Dhumal was identified as another person relevant to the inquiry. The record notes vehicle MH12UW9975 and contact number 9663155233 in connection with the reported events. The matter was registered on 14 November 2023 under IPC 454 and assigned to investigating officer IO0205.",IO0205,Reviewed,0.956
DOC008105,C008105,Investigation Note,2019-03-12,English,"On 04 March 2019 at approximately 09:48 hrs, Pallavi Joshi was reported in connection with a cheating incident in the Viman Nagar area, Pune. Vidya R Naik was identified as another person relevant to the inquiry. The record notes vehicle MH15ZF5771 and contact number 9209855746 in connection with the reported events. The matter was registered on 07 March 2019 under IPC 420 and assigned to investigating officer IO0156.",IO0156,Final,0.929
DOC008106,C008106,FIR,2022-10-16,English,"On 06 September 2022 at approximately 13:34 hrs, Vidya Mahesh Deshmukh was reported in connection with a voluntarily causing hurt incident in the Hadapsar area, Pune. N. Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH15YY9304 and contact number 9143326561 in connection with the reported events. The matter was registered on 19 September 2022 under IPC 323 and assigned to investigating officer IO0125.",IO0125,Reviewed,0.982
DOC008107,C008107,Investigation Note,2020-10-16,English,"On 29 September 2020 at approximately 20:14 hrs, Pallavi Sharma was reported in connection with a forgery incident in the Pimpri area, Pune. Aarav Kale was identified as another person relevant to the inquiry. The record notes vehicle MH15JV4281 and contact number 9642501971 in connection with the reported events. The matter was registered on 01 October 2020 under IPC 465 and assigned to investigating officer IO0300.",IO0300,Final,0.936
DOC008108,C008108,FIR,2018-06-15,English,"On 09 June 2018 at approximately 07:26 hrs, Kunal Mane was reported in connection with a cheating by personation / cyber fraud incident in the Hadapsar area, Pune. Mayur V More was identified as another person relevant to the inquiry. The record notes vehicle MH12SV2832 and contact number 9227126324 in connection with the reported events. The matter was registered on 10 June 2018 under IPC 419/420 and assigned to investigating officer IO0275.",IO0275,Final,0.975
DOC008109,C008109,Statement,2022-07-19,English,"On 09 July 2022 at approximately 11:50 hrs, Aarav Sawant was reported in connection with a cheating by personation / cyber fraud incident in the Viman Nagar area, Pune. Madhura P Gore was identified as another person relevant to the inquiry. The record notes vehicle MH42DA2514 and contact number 9706939064 in connection with the reported events. The matter was registered on 17 July 2022 under IPC 419/420 and assigned to investigating officer IO0062.",IO0062,Reviewed,0.963
DOC008110,C008110,FIR,2018-12-09,English,"On 09 November 2018 at approximately 18:55 hrs, Vikas S Kadam was reported in connection with a unlawful assembly incident in the Chinchwad area, Pune. Anjali Patil was identified as another person relevant to the inquiry. The record notes vehicle MH12BQ7510 and contact number 9502183098 in connection with the reported events. The matter was registered on 19 November 2018 under IPC 141 and assigned to investigating officer IO0256.",IO0256,Final,0.962
DOC008111,C008111,FIR,2019-10-24,English,"On 03 October 2019 at approximately 20:22 hrs, Yash Gaikwad was reported in connection with a theft of property incident in the Katraj area, Pune. Pranav Mahesh Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH42ZA2215 and contact number 9210719366 in connection with the reported events. The matter was registered on 14 October 2019 under IPC 379 and assigned to investigating officer IO0143.",IO0143,Reviewed,0.98
DOC008112,C008112,FIR,2022-09-25,English,"On 18 August 2022 at approximately 18:39 hrs, Aanya Gore was reported in connection with a robbery incident in the Viman Nagar area, Pune. Mayur R Naik was identified as another person relevant to the inquiry. The record notes vehicle MH14WJ7896 and contact number 9423727681 in connection with the reported events. The matter was registered on 27 August 2022 under IPC 392 and assigned to investigating officer IO0127.",IO0127,Reviewed,0.922
DOC008113,C008113,FIR,2023-03-25,English,"On 21 February 2023 at approximately 12:16 hrs, Rahul Mane was reported in connection with a robbery incident in the Baner area, Pune. Harsh Kale was identified as another person relevant to the inquiry. The record notes vehicle MH14XA7796 and contact number 9213294949 in connection with the reported events. The matter was registered on 01 March 2023 under IPC 392 and assigned to investigating officer IO0262.",IO0262,Archived,0.951
DOC008114,C008114,Investigation Note,2023-04-25,English,"On 12 April 2023 at approximately 21:43 hrs, Dev Naik was reported in connection with a house-breaking / house-trespass incident in the Yerawada area, Pune. Atharva G. was identified as another person relevant to the inquiry. The record notes vehicle MH15WE7802 and contact number 9714420944 in connection with the reported events. The matter was registered on 13 April 2023 under IPC 454 and assigned to investigating officer IO0199.",IO0199,Reviewed,0.936
DOC008115,C008115,Statement,2024-03-18,English,"On 11 March 2024 at approximately 14:22 hrs, Saurabh Raj Salunkhe was reported in connection with a theft of property incident in the Wakad area, Pune. Aniket Kumar Gore was identified as another person relevant to the inquiry. The record notes vehicle MH42MN3489 and contact number 9951409314 in connection with the reported events. The matter was registered on 13 March 2024 under IPC 379 and assigned to investigating officer IO0208.",IO0208,Final,0.922
DOC008116,C008116,FIR,2021-08-09,English,"On 25 July 2021 at approximately 15:38 hrs, Aditi Mahesh Sharma was reported in connection with a theft of property incident in the Dhankawadi area, Pune. Abhishek Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH15UU5041 and contact number 9207292922 in connection with the reported events. The matter was registered on 30 July 2021 under IPC 379 and assigned to investigating officer IO0034.",IO0034,Reviewed,0.979
DOC008117,C008117,FIR,2022-01-30,English,"On 20 January 2022 at approximately 21:22 hrs, Riya Mane was reported in connection with a mischief causing damage incident in the Yerawada area, Pune. Kunal Kumar Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH15YV5929 and contact number 9977943784 in connection with the reported events. The matter was registered on 23 January 2022 under IPC 427 and assigned to investigating officer IO0244.",IO0244,Final,0.98
DOC008118,C008118,FIR,2024-07-05,English,"On 27 June 2024 at approximately 16:13 hrs, Aanya Vijay Bhosale was reported in connection with a forgery incident in the Bhosari area, Pune. Arjun Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH12NN9284 and contact number 9796658351 in connection with the reported events. The matter was registered on 30 June 2024 under IPC 465 and assigned to investigating officer IO0324.",IO0324,Reviewed,0.938
